TraitID	Trait	ObsNum	ObsGRNum	AccSpecNum
303	Wood cambium type (cambial variant)	495	227	343
3479	"Xylem hydraulic vulnerability curve (P20, P50, P80)"	20562		342
824	Species occurrence range: invasiveness	545	319	335
3697	Plant nutrient minig	336	336	333
356	Plant vegetative reproduction: clonal growth organ	535	66	332
167	Fine root carbon/nitrogen (C/N) ratio	1311	923	331
130	Plant biomass and allometry: Reproductive dry mass per plant	6698	6190	325
1100	Plant recruitment efficiency	1033	970	324
3367	Photosynthesis A/Ci curve: transpiration rate per leaf area	12005		321
393	Stem internode length	7152	7073	315
92	Leaf cellulose content per leaf dry mass	1335	948	313
263	Leaf selenium (Se) content per leaf dry mass	729	398	313
545	Leaf cadmium (Cd) content per leaf dry mass	514	104	313
473	Plant biomass and allometry: Fine root dry mass per plant	4579	4357	312
753	Leaf chlorophyll fluorescence	5084	4558	308
1106	Seed number per stem	2658		299
678	Seed mucilaginous	296	296	296
966	Leaf volatile organic carbon (VOC): monoterpene emission rate per leaf area	916	568	295
1055	Root carbon/nitrogen (C/N) ratio	3668	3037	293
565	Wood silica (SiO2) bodies	301		292
3440	Plant biomass and allometry: Crown (canopy) area: projected as seen from above	7414	7338	290
20	Plant biomass and allometry: Crown (canopy) area per plant	4716	4715	289
3450	Plant biomass and allometry: Root dry mass per plant	9287	9061	288
1158	Coarse woody debris (CWD) stem: decomposition rate constant	1644	1587	287
1024	"Plant dead organ retainment: leaves, branches, flowers"	1345	959	286
981	Leaf transpiration rate per leaf dry mass	45069	43999	283
986	Leaflet width	752		280
1079	Root length	4805	2714	277
3451	Plant biomass and allometry: Plant dry mass	8878	8878	277
248	Bark density (bark dry mass per bark volume)	986	986	275
617	Bark carbon (C) content per bark dry mass	772	534	274
695	Fine root dry mass per fine root fresh mass (fine root dry matter content; RDMC)	2048	1991	272
4053	Reproductive organ pistillate inflorescence length	821	777	272
447	Branch carbon (C) content per branch dry mass	361	134	270
243	Species occurrence range: neophyt status	312		267
178	Leaf mesophyll palisade parenchym volume per leaf volume	579	418	266
179	Leaf mesophyll spongiophyll volume per leaf volume	548	387	261
556	Leaf ytterbium (Yb) content per leaf dry mass	676		261
3887	Leaf complexity (leaf perimeter per square root of area)	2549		261
683	Root phosphorus (P) content per root dry mass	2440	2172	260
3060	Leaf perimeter excluding petiol (leaf lamina perimeter)	2673	177	260
698	Fine root phosphorus (P) content per fine root dry mass	1662	872	256
456	Coarse root carbon (C) content per coarse root dry mass	346	117	255
210	Flower number of pollen per ovule	370		252
3420	Moss: arrangement of antheridia and archegonia on monoicous gametohytes	258		251
3001	Leaf chlorophyll content in SPAD units relative	4361	3023	250
76	Litter cellulose content per litter dry mass	503	382	246
1226	"Wood mechanical property: flexual stiffness, elasticity, rupture"	991	537	246
340	Shoot phosphorus (P) content per shoot dry mass	1117	89	245
1225	Wood intervessel or intertracheid cell wall thickness	671	151	245
785	Root dry mass per root fresh mass (root dry matter content; RDMC)	4508	4039	244
1089	Root surface area per root dry mass (specific root area)	3298	2260	244
1218	Wood fiber tension wood present	251	208	244
3714	"Wood dry mass per saturated wood fresh mass (wood dry matter content, WDMC)"	4162	4162	243
94	Leaf hemi-cellulose content per leaf dry mass	1227	849	242
890	Dispersal frequency	321		240
3471	Crown (canopy) form	244	244	240
177	Leaf mesophyll palisade parenchym volume per leaf spongiophyll volume	398	398	239
554	Leaf terbium (Tb) content per leaf dry mass	612		238
3909	Species conduit types	2036	1432	238
311	Wood aromatic	311		236
964	Leaf mesophyll conductance	1142	820	236
3866	Flower corolla color	2967	2967	234
147	Leaf phenols content per leaf dry mass	1257	1257	233
691	Twig carbon content per twig dry mass	248	74	232
150	Litter carbon/nitrogen (C/N) ratio	436	137	231
559	Leaf mercury (Hg) content per leaf dry mass	503	16	231
701	Shoot potassium (K) content per shoot dry mass	352	89	231
733	Stomata guard cell size	810	679	231
2230	Fine root (absorptive) length: distance from absorptive fine root base to tip	700	698	231
702	Shoot magnesium (Mg) content per shoot dry mass	346	83	230
704	Shoot calcium (Ca) content per shoot dry mass	346	83	230
3568	Flower size	6312	6266	229
148	Leaf tannin content per leaf dry mass	471	471	228
339	Shoot nitrogen (N) content per shoot dry mass	2990	1587	228
271	Photosynthesis light use efficiency (LUE)	2959	2843	226
4072	Reproductive organ staminate inflorescence length	516	497	224
1813	Fine root surface area per fine root dry mass (specific fine root area)	1744	1741	221
558	Leaf gold (Au) content per leaf dry mass	345		220
3102	Bud source	446	429	215
3393	Photosynthesis: quantum efficiency of photosystem II (maximum potential; FvFm)	475	475	214
3394	Photosynthesis quantum yield (QY; corresponding to photosynthetic efficiency)	477	477	214
1430	Mycorrhizal colonization AM: fraction of root length that contains arbuscular mycorrhizal structures	504	486	212
3071	Leaf rhachis length	549	392	209
300	Wood oil and mucilage cells presence	438		208
3615	Plant surviving (survival)	6531	3981	206
72	Litter carbon (C) content per litter dry mass	426	338	205
3912	Stem wood cross-section: fraction of ray parenchyma	381		205
188	Leaf water & osmotic potential: leaf osmotic potential at full turgor	1173	1173	204
839	Bark thickness per stem diameter	776	776	202
3982	Flower stipe length	463		202
3964	Leaf expiration	202	202	199
3997	Wood compressive strength	530		199
3998	Wood flexural strength	535		199
151	Leaf carbon/phosphorus (C/P) ratio	439	435	198
3881	Inflorescence: number of fruits per inflorescence	562	118	196
3872	Pollination efficiency	1017	645	195
3965	Species use	791	791	195
686	Stem nitrogen/phosphorus (N/P) ratio	202	11	191
1109	Seed viability	2055	228	191
85	Leaf soluble components content per leaf dry mass	1181	879	189
1795	Fine root dry mass per ground area	6561	6336	189
3409	Species potential allelopathy	192		189
1241	Wood vessel tyloses with thin walls	194	156	188
3996	"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density: wood volume shrink"	466		188
2999	Flower number per plant	4761	3122	183
3250	Fine root (absorptive) branching intensity 3: number of root tips per total fine root (absorptive) l	203	203	183
983	Leaf water & osmotic potential: leaf water potential	3580	3580	181
2005	Plant biomass and allometry: Fine root mass fraction (fraction of fine root dry mass to whole plant 	2629	2575	181
3984	Fruit moniliform	184		181
1435	"Mycorrhizal colonization: fraction of root length with mycorrhizla hyphae, arbuscules, or vesicles"	649	481	180
3983	Species cauliflory	186		180
562	Leaf hafnium (Hf) content per leaf dry mass	307		179
3392	Branch hydraulic conductance	1313	1196	179
3868	Diaspore type	2521	2521	179
3991	Stem sapwood cross-section: fraction of rays plus axial parenchyma	358		179
4002	Wood hardness parallel	934		179
165	Stem carbon/nitrogen (C/N) ratio	262	262	178
3989	Wood rays height	521		178
3867	Diaspore color	2503	2503	177
2817	Inflorescence length (height)	2645	2542	176
3911	Stem wood cross-section: fraction of axial parenchyma	324		176
1244	Wood vessel-ray pits	185	150	175
3990	Wood rays density	513		175
3994	Stem sapwood crossection: fibre lumen diameter	519		175
3995	Stem sapwood crossection: fibre wall thickness/lumen ratio	349		175
3865	Flower calyx color	2495	2495	174
2097	Fine root (absorptive) branching intensity 1 (branching ratio): number of absorptive fine roots per 	369	369	173
1784	Fine root lignin content per fine root dry mass	395	393	170
73	Litter lignin content per litter dry mass	299	153	169
189	Leaf water & osmotic potential: leaf osmotic potential at turgor loss	276	276	168
3361	Plant height of lowest flower	306	306	166
1243	Wood vessel vestured pits	172	138	163
1127	Shoot sodium (Na) content per shoot dry mass	263		162
4001	Wood impact strength	424		162
775	Shoot carbon (C) content per shoot dry mass	2261	1507	161
1157	Coarse woody debris (CWD) stem: decomposition rate	1199	1191	161
3002	Leaf mesophyll surface area exposed to internal airspace	211		161
687	Root nitrogen/phosphorus (N/P) ratio	173	12	160
2294	Fine root (transport) diameter	845	815	160
3583	Flower inclination	5831	5831	159
1032	"Plant biomass and allometry: Leaves per plant (emergent, mature, senescent)"	10940	9131	158
88	Root lignin content per root dry mass	497	203	157
1235	Wood storied tissue types	160	124	156
246	Root porosity (fraction of root aerenchyma air space)	2170	1859	155
1208	Wood vessel cell wall thickness per vessel diameter	624	618	155
3821	Flower nectar availablity	155		155
3822	Flower morphology type	155		155
3823	Flower petal size: radius	155		155
615	Leaf pH	603	603	154
3824	Flower number of stigma	154		154
3988	Wood axial parenchyma arrangement	154		154
112	Seed germination lag time	4358	150	153
557	Leaf lutetium (Lu) content per leaf dry mass	400		153
3038	Leaf shape: roundness - leaf blade width per leaf blade length (or length per width)	4176	3896	153
193	Dispersal distance	233		152
3439	Plant biomass and allometry: Stem cross-sectional area at base of the crown	1325	1302	152
10	Leaf light absorption (extinction)	388	63	151
1177	Stem conduit length	277	260	151
1219	Wood fiber-band types	152	136	150
4000	Wood tortional strength	383		150
3354	Leaf lithium (Li) content per leaf dry mass	164		149
272	Leaf respiration rate in the dark temperature dependence	1042	444	147
302	Wood tubes	179		147
1091	Root volume per root dry mass 	258	141	147
3832	Seed surface structure	627		147
3992	Stem sapwood cross-section: libriform fibres present	147		147
3993	Stem sapwood cross-section: fibre-tracheids present	147		147
2953	Leaf construction cost per leaf dry mass	276	270	146
3390	Branch vessel density	1105	988	146
3391	Branch vessel diameter	1570	1453	146
3801	Leaf shape: slenderness (length/width)	330	330	146
1076	Root root hair presence	287		144
1489	Root length fraction in respective root diameter class (e.g. fine root length per total root length;	153	153	144
1229	Wood nitrogen (N) content per wood dry mass	24468	24321	143
933	Leaf dry mass loss during leaf senescence	191	152	142
977	Leaf sheath length	1471	1425	141
3577	Flower stylus length	3034	3034	141
3578	Flower stamen length	3004	3004	141
4005	Wood lignin content per dry mass	282		141
1209	Wood vessel grouping index	214	207	139
3515	Plant number of fruits per plant	653	549	139
4006	Wood cellulose content per dry mass	278		139
4056	Reproductive organ peduncle bract length	1442	1423	139
3579	Flower nectar tube depth	2973	2973	138
3816	Twig modulus of elasticity (Youngs modulus)	235	235	138
183	Leaf epidermis cell wall thickness	178	178	137
3580	Flower nectar tube width	2930	2930	137
3582	Flower stamen / filament position relative to flower surface	2790	2790	137
684	Reproductive organ nitrogen (N) content per reproductive structures dry mass	138		136
2075	Fine root (absorptive) cortex thickness	262	262	136
886	Cone (strobilus) length	1738	1510	135
1019	Coarse root to fine root mass ratio	1728	1645	135
1534	Plant biomass and allometry: Coarse root mass fraction (fraction of coarse root dry mass per whole p	1812	1758	135
3986	Seed aril color	136		135
458	Plant biomass and allometry: Coarse root dry mass per plant	1697	1607	134
3380	Photosynthesis drawdown of CO2 concentration from intercellular airspace to chloroplast	220		134
69	"Litter SLA (leaf area per leaf dry mass, specific leaf area, 1/LMA of leaf litter)"	480	400	133
108	Leaf mesophyll density (number of mesophyll cells per area)	140	52	133
782	Leaf volume of chloroplasts	140	52	133
783	Leaf number of chloroplasts per leaf mesopyll cell	140	52	133
1031	Plant biomass and allometry: number of inflorescences per plant	4534	4534	133
2955	Leaf hydrogen (H) content per leaf dry mass	1781	1781	133
19	Leaf mesophyll cell volume	139	51	132
1217	Wood fiber septate fibers present	132	93	132
2031	Fine root debris decomposition rate constant 	401	399	132
2080	Fine root (absorptive) stele fraction: stele diameter divided by absorptive fine root diameter	217	217	132
2081	Fine root (absorptive) stele diameter	258	258	132
4067	Reproductive organ rachilla length	5350	5242	132
2947	Inflorescence: number of flowers per inflorescence	2868	2868	131
93	Root hemicellulose content per root dry mass	335	33	130
1038	Species tolerance to heavy metals	241		130
2026	Plant biomass and allometry: Fine root length per plant	2251	2196	130
3127	Dispersal kernel measurement (relative abundance at given distance)	5320		130
4068	Reproductive organ rachilla thickness	5894	5784	130
3574	Flower depth from constricting part to the bottom (floral depth)	2686	2686	129
3575	Flower petal width	2646	2646	129
3576	Flower petal length	2666	2666	129
3581	Flower stylus position relative to flower surface	2592	2592	129
3726	Twig inner bark thickness	225	225	128
3727	Photosynthesis: twig photosynthetic bark	225	225	128
3734	Twig total bark density 	225	225	128
3735	Twig inner bark density 	225	225	128
3736	"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density: twig "	225	225	128
3999	Wood tensile strength	360		128
135	"Photosynthesis rate per leaf nitrogen (N) content (photosynthetic nitrogen use efficiency, PNUE)"	231	223	127
3920	Species conduit types: torus present / absent	372		127
408	Plant biomass and allometry: Shoot nitrogen (N) content per plant	196	196	126
2318	"Fine root (transport) length per transport fine root dry mass (specific transport fine root length, "	522	522	126
2547	Belowground plant organ nitrogen (N) content per belowground plant organ dry mass	450	448	126
4055	Reproductive organ peduncle length	3618	3427	126
703	Shoot manganese (Mn) content per shoot dry mass	226	80	125
705	Shoot iron (Fe) content per shoot dry mass	226	80	125
2044	Fine root (absorptive) vessel diameter	160	160	125
550	Leaf neodymium (Nd) content per leaf dry mass	314		123
1955	Fine root dry mass turnover rate	582	531	123
3542	Leaf water potential midday	752	296	122
4066	Reproductive organ rachilla count	5482	5188	122
4070	Reproductive organ rachis thickness	5483	5182	122
1026	Plant dry mass height distribution	1844	96	121
3554	Stem water cotent per stem dry mass	270	270	121
91	Root cellulose content per root dry mass	384	90	120
512	Leaf respiration rate in light per leaf area	5571	438	120
1429	Mycorrhizal colonization: fraction of root tips that contain mycorrhizal structures	283	283	120
3406	Plant biomass and allometry: Leaf fresh mass per plant	4470	4025	120
478	Plant biomass and allometry: Wood dry mass per plant dry mass	475	475	119
885	Cone (strobilus) diameter	1710	1524	119
1198	Wood total interconduit pit (membrane) surface area	192	171	119
3541	Leaf water potential predawn	436	436	119
4054	Reproductive organ peduncle width	5175	5093	119
123	Leaf intercellular volume per leaf volume	507	346	118
417	Leaf xanthophyll plus carotene content per leaf area	162	162	118
1046	Plant biomass and allometry: Reproductive dry mass per plant dry mass (reproductive weight fraction)	1140	916	118
3584	Leaf lobation	2135	2135	118
3870	Leaf number of teeth	1251	170	118
4082	Seed persistence	118	118	118
798	Root dry mass per ground area	1598	1202	117
1115	Shoot carbon (C) isotope signature (delta 13C)	135	135	117
3386	Branch cross-sectional fraction of bark	641	524	117
3387	Branch cross-sectional fraction of pith	641	524	117
3388	Branch cross-sectional fraction of xylem	641	524	117
3389	Branch dry mass	550	550	117
3888	Leaf number of teeth per leaf area	1075		117
3889	Leaf number of teeth per leaf perimeter	1046		117
81	Root nitrogen (N) isotope signature (delta 15N)	466	173	116
412	Leaf nitrate reductase activity	159	159	116
1120	Shoot fresh mass per shoot dry mass	116		116
1013	Photosynthesis photoperiodism: type	161		115
1126	Shoot organic nitrogen (N) content per shoot dry mass	115		115
1172	Coarse woody debris (CWD) stem: rot type	445	445	115
1909	Litter (fine root) decomposition: fraction of fine root dry mass not decomposed to original fine roo	2753	2753	115
2231	Fine root (absorptive) acid phosphatase activity per absorptive fine root dry mass	115		115
3359	Leaf construction cost per leaf area	245	239	115
3603	Seed number per ground area	145	101	114
504	Leaf Rubisco content per leaf area	192	88	113
1027	Plant exposure	148		113
1307	Plant biomass and allometry: Root tips per plant	3373	2739	113
1785	Fine root cellulose content per fine root dry mass	184	184	113
2816	Species range: Highland or lowland vicariant of a genus	893	893	113
3809	Leaf: number of leaves per fascicle	114		113
104	Leaf mid vein thickness	671	584	112
926	Leaf area index (LAI) of a single plant	1439	1060	112
3812	Cone (strobilus) serotiny	113		112
3007	Photosynthesis CO2 concentration at chloroplast	217		111
3810	Seed wing length	194		111
3813	Species ontogeny: grass stage present (i.e. Pinus)	111		110
2486	Fine root (transport) length: distance from transport fine root base to tip	285	285	109
3047	Crown (canopy) exposure index	1193	1193	109
3795	Stem vessel lumen area	147	147	109
721	Photosynthesis light compensation point	629	629	108
1153	Coarse woody debris (CWD) stem: carbon (C) content per stem CWD	678	344	108
107	Leaf mesophyll area per leaf area	115	17	107
572	Leaf water storage capacity (WSC)	878	878	107
1791	Fine root respiration rate per fine root dry mass	328	328	107
395	Metamer: stem internode mass per stem metamer mass	2177	2177	106
396	Metamer: leaf petiole dry mass per metamer dry mass	2181	2181	106
397	Metamer: leaf dry mass per metamer dry mass	2182	2182	106
399	Metamer: leaf area per metamer dry mass	2171	2171	106
567	Plant height of lowest branch versus total plant height (furcation index)	199	199	106
1203	Twig number of leaves per twig	839	839	106
3065	Branch cross-sectional fraction of parenchyma	292	292	106
3066	Branch cross-sectional fraction of conduits (vessels)	292	292	106
401	Stem internode cross-sectional area per leaf surface area	905	905	105
1264	Leaf petiole specific length (petiole length per petiole dry mass)	890	890	105
2003	Fine root dry mass to leaf dry mass ratio	1715	1715	105
2293	Fine root (transport) tissue density (transport fine root dry mass per transport fine root volume)	378	378	105
3067	Branch cross-sectional fraction of fiber	291	291	105
628	Stem potassium (K) content per stem dry mass	522	137	104
3064	"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density: wood density of wo"	286	286	104
1214	Wood conduit pit fraction	178	161	103
1843	"Root tips per fine root dry mass (specific fine root tip abundance, SRTA)"	1292	1226	103
2099	"Root tips per absorptive fine root dry mass (specific absorptive fine root tip abundance, SRTA)"	1128	949	103
3449	Plant biomass and allometry: Coarse root dry mass per plant	2095	2095	103
514	Root respiration rate per root dry mass	3393	1084	102
623	Stem calcium (Ca) content per stem dry mass	518	133	102
624	Stem magnesium (Mg) content per stem dry mass	518	133	102
626	Stem iron (Fe) content per stem dry mass	516	133	102
629	Stem sulfur (S) content per stem dry mass	514	133	102
1298	"Root tips per root dry mass (specific root tip abundance, SRTA)"	2824	2190	102
636	Stem copper (Cu) content per stem dry mass	290	133	101
982	Leaf relative water content (leaf water content fresh / leaf water content saturated; RWC)	27314	27164	101
86	Root soluble components content per root dry mass	293		100
90	Root carbon isotope signature (delta 13C)	318	25	100
506	Leaf sugar content per leaf dry mass	498	171	100
685	Reproductive organ phosphorus (P) content per reproductive structures dry mass	101		100
313	Wood water & ethanol extracts: fluorescence & color	459		99
2291	Fine root (transport) nitrogen (N) content per transport fine root dry mass	450	450	99
3886	"Leaf dissection (teeth, lobes) deepness"	898		99
638	Stem zinc (Zn) content per stem dry mass	133	133	98
1110	Seed or fruit biomass per ground area	152	104	98
553	Leaf gadolinium (Gd) content per leaf dry mass	249		97
2087	Fine root (absorptive) xylem vessel density in stele: number of xylem vessels per square millimeter 	113	113	97
3008	Flower hairy	145	145	97
3059	"Plant biomass and allometry: Supportive structure (stem, twig, leaf petiole, leaf sheeth) dry mass p"	1316	1316	97
377	"Stem cross-sectional area tissue types: pith, xylem, others"	600	345	96
380	Stem fraction of pith	205	120	96
381	Stem cross-sectional area: fraction of xylem	205	120	96
382	Stem cross-sectional area: fraction of tissue other than pith or xylem	205	120	96
804	Leaf mesophyll palisade parenchym thickness	102	17	96
805	Leaf mesophyll spongiophyll thickness	102	17	96
2954	Leaf energy content	195	183	96
3382	Leaf surface area of chloroplasts exposed to intercellular airspace per leaf area	118		96
435	"Plant carbon (C) allocation to root, stem, leaves"	440	5	95
505	Leaf starch content per leaf dry mass	497	219	95
507	Leaf non-structural carbon (TNC) content per leaf dry mass 	430	104	95
3358	Leaf oxygen (O) isotope signature (delta 18O)	533	533	95
3485	Photosynthesis: rate of triose phosphate utilisation (TPU)	1615		95
4076	Fruit fresh mass	4096		95
378	Stem cross-sectional area	636	555	94
755	Leaf lead (Pb) content per leaf dry mass	98	98	94
920	Inflorescence diameter at base	789	739	94
1207	Plant vegetative reproduction: spread distance 	94	94	94
2013	Fine root dry mass per soil volume	667	653	94
3696	Root morphology	97	97	94
4059	Reproductive organ distance scar bracteole	2965	2908	94
328	Plant vegetative reproduction: number of ramets	253	93	93
627	Stem sodium (Na) content per stem dry mass	103	103	93
632	Stem molybdenum (Mo) content per stem dry mass	103	103	93
1854	Fine root hemicellulose content per fine root dry mass	135	135	93
3408	Plant biomass and allometry: Root volume per plant	3375	2741	93
3448	Plant biomass and allometry: Fine root dry mass per plant	1672	1672	93
3620	Seedling establishment	93		93
362	Stem volume	195	118	92
1890	Fine root water soluble compounds per fine root dry mass	137	137	92
2994	Stem manganese (Mn) content per dry mass	118	118	92
4004	Wood splitting strenth	228		92
187	Leaf nitrogen (N) fraction in Rubisco	121	17	91
1932	Fine root growth: fine root dry mass production per ground area per year	893	870	91
3121	Leaf water content per leaf dry mass missing to leaf water saturation	26683	26683	91
3385	Leaf mesophyll conductance for CO2 per unit chloroplast surface area	112		91
3590	Belowground storage organ dry mass	307		91
3591	Belowground storage organ total nonstructural carbohydrate content per dry mass	255		91
3592	Belowground storage organ water content per fresh mass	307		91
3794	Stem hydraulic conductivity	120	119	91
3919	Primary vs secondary growth	1589	1385	91
4050	Leaf prophyll leaf length	1649	1622	91
1201	Twig dry mass	958	948	90
2049	Fine root (absorptive) phosphorus (P) content per absorptive fine root dry mass	313	313	90
2814	Plant biomass and allometry: Crown (canopy) volume per plant	666	666	90
3118	Plant height: coefficient of variation of plant height	90	90	90
3815	Twig outer bark thickness	180	180	90
3817	Twig wood modulus of elasticity (Youngs modulus)	180	180	90
3818	Twig bark modulus of elasticity (Youngs modulus)	180	180	90
3814	Species ontogeny: cladoptosis present	90		89
389	Leaf dry mass (paracotyledons)	89		88
404	Shoot necromass	126	126	88
1202	Twig length	850	840	88
2069	Fine root (absorptive) surface area per absorptive fine root dry mass (specific absorptive fine root	1309	1173	88
3555	Stem / wood boron (B) content per dry mass	88	88	87
3556	Stem / wood cobalt (Co) content per dry mass	88	88	87
3663	Twig pith area	278	278	87
3664	Twig vessel area	278	278	87
3665	Twig hydraulically-weighted vessel diameter (Sperry equation)	278	278	87
3666	Twig vessel density (vessels per crossescional area)	278	278	87
3667	Twig vessel lumen fraction	278	278	87
3668	Twig vessel wall fraction	278	278	87
3669	Twig axial parenchyma fraction	278	278	87
3670	Twig ray fraction	278	278	87
3671	Twig fibre wall fraction	278	278	87
3672	Twig fibre lumen fraction	278	278	87
3682	Twig axial+ray parenchyma fraction	278	278	87
3683	Twig fibre fraction	278	278	87
2006	Fine root dry mass fraction in respective root diameter class	255	255	86
2030	Fine root necromass to biomass ratio	1235	1111	84
2056	Fine root (absorptive) calcium (Ca) content per absorptive fine root dry mass	201	201	84
2065	"Fine root (absorptive) persistence (lifespan, longevity)"	500	500	84
3384	Leaf mesophyll porosity (air space versus volume or area)	90		84
2063	Fine root (absorptive) magnesium (Mg) content per absorptive fine root dry mass	185	185	83
3906	Leaf anthoctanins in ACI units	733		83
3063	Species invasion introduction year	82		82
3383	Leaf mesophyll cell wall thickness	95		82
3900	Leaf lignin + cutin content per dry mass	85		82
3901	Leaf palisade parenchym number of cell rows	85		82
3902	Leaf palisade parenchym cell length	85		82
3903	Leaf palisade parenchym cell width	85		82
3904	Leaf interveinal distance	85		82
3905	Leaf bundle sheath extension width	85		82
68	Stomata cross-sectional area	134		81
1261	Stem circumference	967	967	81
1296	Root branching intensity 2: number of root tips per higher order root length	2362	1333	81
1526	Coarse root diameter	118	118	81
2066	Fine root (absorptive) potassium (K) content per absorptive fine root dry mass	189	189	81
1800	Fine root calcium (Ca) content per fine root dry mass	769	356	80
3213	Fine root branching intensity 3: number of root tips per total fine root length	561	561	80
3468	Leaf water & osmotic potential: leaf water potential at turgor loss point	80	80	80
3614	Fruit number of seeds (seeds per fruit)	576	571	80
67	Stomata index (number of stomata per epidermis cells)	142	29	79
688	Reproductive organ nitrogen/phosphorus (N/P) ratio	79		78
1777	Fine root rooting depth	823	823	78
2047	Fine root (absorptive) respiration rate per absorptive fine root dry mass	352	352	78
3921	Stomatal closure type: R / P	225		77
1010	Leaf petiole dry mass per petiole fresh mass (leaf petiole dry matter content; LDMC petiole)	4523	4523	76
1778	Fine root/shoot ratio	352	352	76
459	Coarse root nitrogen (N) content per coarse root dry mass	679	625	75
1810	Fine root potassium (K) content per fine root dry mass	810	418	75
1857	Fine root nitrogen (N) content per fine root length	253	145	75
3967	Plant biomass and allometry: leaf petiole fresh mass per plant	640	640	75
3968	Plant biomass and allometry: leaf petiole dry mass per plant	640	640	75
4058	Reproductive organ inflorescence branch count	4359	4297	74
984	Leaf water saturation deficit	26655	26655	73
2134	Fine root (absorptive) carbon (C) content not hydrolyzable in acid extractives per absorptive fine r	103	103	73
3563	Root system projected area per plant	1950	1316	73
3564	Root system surface area per plant	1950	1316	73
3565	Root length per root volume	1950	1316	73
3566	Root forks per plant	1950	1316	73
3567	Root system crossings per plant	1950	1316	73
3570	Root area per root diameter bin	19500	13160	73
3571	Root projected area per root diameter bin	19500	13160	73
3572	Root volume per root diameter bin	19500	13160	73
3573	Root tips per root diameter bin	19500	13160	73
4077	Root length per root diameter bin	19500	13160	73
394	Stem specific internode mass	82	82	72
402	Stem internode area	82	82	72
544	Leaf silver (Ag) content per leaf dry mass	126		72
3407	Plant fresh mass	1692	1437	72
431	Litter labile compound content per litter dry mass	102		71
1099	Seed area	316		71
1231	Wood outer pit aperture diameter	138	122	71
3972	Plant biomass and allometry: fibrous roots dry mass per plant	154		71
3974	Fibrous roots water content	154		71
462	Root nitrogen (N) uptake rate	269	20	70
3377	Leaf cell wall nitrogen (N) content per leaf area	96		70
3378	Leaf fraction of nitrogen (N) in cell wall	96		70
3970	Plant biomass and allometry: supportive tissue dry mass per plant dry mass	587	587	70
1044	Pollen viability	114		69
1232	Wood outer pit aperture diameter / interconduit pit size	136	120	69
2574	Belowground plant organ length per belowground plant organ dry mass (specific belowground plant orga	212	212	69
3381	Leaf surface area of mesophyll cells per leaf area	75	46	69
3010	Plant height to plant dry mass ratio	900	900	68
3981	"Fruit texture inside (fleshy, leathrey, …)"	69		68
4078	Leaf paracotyledon dry mass per plant dry mass; paracotyledon weight fraction	68		68
1212	Wood canals types	69	52	67
3661	Twig leaf area per sapwood area ratio	204	204	67
3662	Twig modulus of elasticity (MOE)	202	202	67
3680	Twig conduits less 15 micrometer fraction	206	206	67
3681	Twig mucilage canals fraction	206	206	67
367	Leaf vessel diameter	272	100	66
500	Leaf respiration rate in the dark per leaf nitrogen (N) content	276	208	66
776	Plant biomass and allometry: Plant surface area per plant dry mass of all green parts	320		66
3068	Stem slenderness (plant height per diameter at breast height (dbh))	66	66	66
137	Plant biomass and allometry: Branch dry mass per plant dry mass	97	70	65
573	Leaf mesophyll cell area	171	10	65
3616	Plant flowering	1076	166	65
120	Leaf volume	673	625	64
846	Coarse woody debris (CWD) branch: decomposition rate constant	394	376	64
1807	Fine root magnesium (Mg) content per fine root dry mass	732	323	64
2353	Fine root (transport) branching intensity 1(branching ratio): number of transport fine roots per hig	84	84	64
3762	Stem total bark density	188	188	64
3763	Stem inner bark density	188	188	64
3766	Stem relative inner bark thickness	188	188	64
338	Leaf epidermis cell area	423		63
3009	Stem volatile carbon (VOC) content per dry mass	63		63
3123	Seed germination rate per day (maximum)	63		63
2551	Belowground plant organ carbon (C) content per belowground plant organ dry mass	169	169	62
2569	Belowground plant organ carbon/nitrogen (C/N) ratio	175	175	62
1085	"Root persistence (lifespan, longevity)"	108	2	61
1258	Leaf water transport system type	13837	13837	61
2546	Belowground plant organ/shoot ratio	228	225	61
3032	Plant biomass and allometry: Root surface area per plant	1082	400	61
574	Species US Federal T/E Status	61		60
780	Stomata area per leaf area	113		60
935	Leaf herbivore species	1680		60
976	Leaf secondary compound types	1320		60
1017	Plant tree allometry model parameters	270	260	60
3637	Shoot length	7009	7009	60
3650	Stem dry mass per shoot dry mass (aboveground)	7073	7073	60
4049	Stem carbon isotope ratio (delta 13C)	66	66	60
2287	Fine root (absorptive) debris decomposition rate constant	67	67	59
3029	Root dry mass per soil layer	1148		59
3030	Root length per soil layer	1148		59
3031	Root surface area per soil layer	1148		59
3033	Root evenness of dry mass vertical distribution	284		59
3034	Root evenness of surface area vertical distribution	284		59
3035	Root evenness of length vertical distribution	284		59
3046	Leaf nitrogen (N) uptake rate	271		59
181	Leaf hypodermis volume per leaf volume	164	3	58
457	Coarse root dry mass per ground area	2790	2788	58
3041	Seed curvature	288		58
3042	Seed volume	1152		58
3043	Seed surface area	1440		58
3044	Seed width to length ratio	288		58
3045	Seed projected perimeter	288		58
3122	Leaf water content per leaf dry mass (at saturation)	39942	39942	58
